字,小韻,聲母,韻目,調,等,呼,韻母
𧺣,縱,精,用,去,三,開,鍾
瘲,縱,精,鍾,平,三,開,鍾
瘲,縱,精,用,去,三,開,鍾
茸,茸,日,鍾,平,三,開,鍾
䩸,茸,日,鍾,平,三,開,鍾
髶,茸,日,鍾,平,三,開,鍾
䇯,茸,日,鍾,平,三,開,鍾
襛,茸,日,鍾,平,三,開,鍾
穠,茸,日,鍾,平,三,開,鍾
搑,茸,日,鍾,平,三,開,鍾
𥎂,茸,日,鍾,平,三,開,鍾
榵,茸,日,鍾,平,三,開,鍾
穁,茸,日,鍾,平,三,開,鍾
蛩,蛩,羣,鍾,平,三,開,鍾
邛,蛩,羣,鍾,平,三,開,鍾
舼,蛩,羣,鍾,平,三,開,鍾
𦨰,蛩,羣,鍾,平,三,開,鍾
筇,蛩,羣,鍾,平,三,開,鍾
輁,蛩,羣,鍾,平,三,開,鍾
𦭭,蛩,羣,鍾,平,三,開,鍾
𥳎,蛩,羣,鍾,平,三,開,鍾
䂬,蛩,羣,鍾,平,三,開,鍾
蛬,蛩,羣,鍾,平,三,開,鍾
𠌖,蛩,羣,鍾,平,三,開,鍾
𩬰,蛩,羣,鍾,平,三,開,鍾
桏,蛩,羣,鍾,平,三,開,鍾
䅃,蛩,羣,鍾,平,三,開,鍾
𤤶,蛩,羣,鍾,平,三,開,鍾
𩢽,蛩,羣,鍾,平,三,開,鍾
鱅,鱅,常,鍾,平,三,開,鍾
慵,鱅,常,鍾,平,三,開,鍾
𩌨,鱅,常,鍾,平,三,開,鍾
恭,恭,見,鍾,平,三,開,鍾
龔,恭,見,鍾,平,三,開,鍾
供,恭,見,鍾,平,三,開,鍾
珙,恭,見,鍾,平,三,開,鍾
䢼,恭,見,鍾,平,三,開,鍾
共,恭,見,鍾,平,三,開,鍾
𤱨,恭,見,鍾,平,三,開,鍾
廾,恭,見,鍾,平,三,開,鍾
髸,恭,見,鍾,平,三,開,鍾
䳍,恭,見,鍾,平,三,開,鍾
蜙,蜙,心,鍾,平,三,開,鍾
淞,蜙,心,鍾,平,三,開,鍾
凇,蜙,心,鍾,平,三,開,鍾
鬆,蜙,心,鍾,平,三,開,鍾
倯,蜙,心,鍾,平,三,開,鍾
𢔋,蜙,心,鍾,平,三,開,鍾
樅,樅,清,鍾,平,三,開,鍾
鏦,樅,清,鍾,平,三,開,鍾
從,樅,清,鍾,平,三,開,鍾
暰,樅,清,鍾,平,三,開,鍾
䗥,樅,清,鍾,平,三,開,鍾
瑽,樅,清,鍾,平,三,開,鍾
摐,樅,清,鍾,平,三,開,鍾
䐫,樅,清,鍾,平,三,開,鍾
𥡬,樅,清,鍾,平,三,開,鍾
𧺣,樅,清,鍾,平,三,開,鍾
鬆,樅,清,鍾,平,三,開,鍾
𨑪,樅,清,鍾,平,三,開,鍾
銎,銎,溪,鍾,平,三,開,鍾
𥳎,銎,溪,鍾,平,三,開,鍾
江,江,見,江,平,二,開,江
扛,江,見,江,平,二,開,江
杠,江,見,江,平,二,開,江
茳,江,見,江,平,二,開,江
釭,江,見,江,平,二,開,江
矼,江,見,江,平,二,開,江
豇,江,見,江,平,二,開,江
肛,江,見,江,平,二,開,江
玒,江,見,江,平,二,開,江
𧢸,江,見,江,平,二,開,江
䜫,江,見,江,平,二,開,江
厖,厖,明,江,平,二,開,江
駹,厖,明,江,平,二,開,江
狵,厖,明,江,平,二,開,江
尨,厖,明,江,平,二,開,江
浝,厖,明,江,平,二,開,江
哤,厖,明,江,平,二,開,江
牻,厖,明,江,平,二,開,江
娏,厖,明,江,平,二,開,江
䵨,厖,明,江,平,二,開,江
㟌,厖,明,江,平,二,開,江
蛖,厖,明,江,平,二,開,江
𥆙,厖,明,江,平,二,開,江
痝,厖,明,江,平,二,開,江
𠈵,厖,明,江,平,二,開,江
𦗳,𦗳,孃,江,平,二,開,江
𣰊,𦗳,孃,江,平,二,開,江
涳,𦗳,孃,江,平,二,開,江
噥,𦗳,孃,江,平,二,開,江
𩟊,𦗳,孃,江,平,二,開,江
鬞,𦗳,孃,江,平,二,開,江
䁸,𦗳,孃,江,平,二,開,江
𪆯,𦗳,孃,江,平,二,開,江
囪,囪,初,江,平,二,開,江
䆫,囪,初,江,平,二,開,江
牎,囪,初,江,平,二,開,江
窓,囪,初,江,平,二,開,江
䎫,囪,初,江,平,二,開,江
堫,囪,初,江,平,二,開,江
摐,囪,初,江,平,二,開,江
鏦,囪,初,江,平,二,開,江
𥍷,囪,初,江,平,二,開,江
邦,邦,幫,江,平,二,開,江
𤰫,邦,幫,江,平,二,開,江
梆,邦,幫,江,平,二,開,江
垹,邦,幫,江,平,二,開,江
栙,栙,匣,江,平,二,開,江
䜶,栙,匣,江,平,二,開,江
降,栙,匣,江,平,二,開,江
缸,栙,匣,江,平,二,開,江
缻,栙,匣,江,平,二,開,江
洚,栙,匣,江,平,二,開,江
夅,栙,匣,江,平,二,開,江
跭,栙,匣,江,平,二,開,江
胮,胮,滂,江,平,二,開,江
𤵸,胮,滂,江,平,二,開,江
𩐨,胮,滂,江,平,二,開,江
𪔔,胮,滂,江,平,二,開,江
𪐿,胮,滂,江,平,二,開,江
瀧,瀧,來,江,平,二,開,江
䮾,瀧,來,江,平,二,開,江
雙,雙,生,江,平,二,開,江
艭,雙,生,江,平,二,開,江
䉶,雙,生,江,平,二,開,江
𢥠,雙,生,江,平,二,開,江
䝄,雙,生,江,平,二,開,江
瀧,雙,生,江,平,二,開,江
𨇯,雙,生,江,平,二,開,江
龐,龐,並,江,平,二,開,江
逄,龐,並,江,平,二,開,江
胮,龐,並,江,平,二,開,江
𩐨,龐,並,江,平,二,開,江
舽,龐,並,江,平,二,開,江
肛,肛,曉,江,平,二,開,江
啌,肛,曉,江,平,二,開,江
谾,肛,曉,江,平,二,開,江
舡,肛,曉,江,平,二,開,江
胦,胦,影,江,平,二,開,江
腔,腔,溪,江,平,二,開,江
𤟄,腔,溪,江,平,二,開,江
羫,腔,溪,江,平,二,開,江
控,腔,溪,江,平,二,開,江
椌,腔,溪,江,平,二,開,江
悾,腔,溪,江,平,二,開,江
跫,腔,溪,江,平,二,開,江
涳,腔,溪,江,平,二,開,江
崆,腔,溪,江,平,二,開,江
𩩝,腔,溪,江,平,二,開,江
㾤,腔,溪,江,平,二,開,江
㼹,腔,溪,江,平,二,開,江
幢,幢,澄,江,平,二,開,江
撞,幢,澄,江,平,二,開,江
橦,幢,澄,江,平,二,開,江
𣃘,幢,澄,江,平,二,開,江
噇,幢,澄,江,平,二,開,江
𩪘,幢,澄,江,平,二,開,江
憃,憃,徹,江,平,二,開,江
䚎,憃,徹,江,平,二,開,江
𥡟,憃,徹,江,平,二,開,江
䄝,憃,徹,江,平,二,開,江
𧜧,憃,徹,江,平,二,開,江
樁,樁,知,江,平,二,開,江
𣻛,樁,知,江,平,二,開,江
淙,淙,崇,江,平,二,開,江
淙,淙,生,絳,去,二,開,江
鬃,淙,崇,江,平,二,開,江
鬃,淙,生,絳,去,二,開,江
㼻,淙,崇,江,平,二,開,江
㼻,淙,生,絳,去,二,開,江
𩞐,淙,崇,江,平,二,開,江
𩞐,淙,生,絳,去,二,開,江
㦼,淙,崇,江,平,二,開,江
㦼,淙,生,絳,去,二,開,江
支,支,章,支,平,三,開,支開
𥾣,支,章,支,平,三,開,支開
只,支,章,支,平,三,開,支開
汥,支,章,支,平,三,開,支開
㲍,支,章,支,平,三,開,支開
巵,支,章,支,平,三,開,支開
梔,支,章,支,平,三,開,支開
枝,支,章,支,平,三,開,支開
衹,支,章,支,平,三,開,支開
㽻,支,章,支,平,三,開,支開
衼,支,章,支,平,三,開,支開
肢,支,章,支,平,三,開,支開
胑,支,章,支,平,三,開,支開
𨈛,支,章,支,平,三,開,支開
禔,支,章,支,平,三,開,支開
馶,支,章,支,平,三,開,支開
氏,支,章,支,平,三,開,支開
疻,支,章,支,平,三,開,支開
㩼,支,章,支,平,三,開,支開
鳷,支,章,支,平,三,開,支開
䧴,支,章,支,平,三,開,支開
觶,支,章,支,平,三,開,支開
榰,支,章,支,平,三,開,支開
㯄,支,章,支,平,三,開,支開
𪂅,支,章,支,平,三,開,支開
𧌔,支,章,支,平,三,開,支開
眵,支,章,支,平,三,開,支開
䡋,支,章,支,平,三,開,支開
𩍲,支,章,支,平,三,開,支開
移,移,以,支,平,三,開,支開
䄬,移,以,支,平,三,開,支開
迻,移,以,支,平,三,開,支開
𠩗,移,以,支,平,三,開,支開
杝,移,以,支,平,三,開,支開
鉹,移,以,支,平,三,開,支開
袲,移,以,支,平,三,開,支開
箷,移,以,支,平,三,開,支開
𥠥,移,以,支,平,三,開,支開
㥴,移,以,支,平,三,開,支開
詑,移,以,支,平,三,開,支開
簃,移,以,支,平,三,開,支開
䔟,移,以,支,平,三,開,支開
熪,移,以,支,平,三,開,支開
扅,移,以,支,平,三,開,支開
衪,移,以,支,平,三,開,支開
暆,移,以,支,平,三,開,支開
迆,移,以,支,平,三,開,支開
𤝻,移,以,支,平,三,開,支開
栘,移,以,支,平,三,開,支開
歋,移,以,支,平,三,開,支開
酏,移,以,支,平,三,開,支開
匜,移,以,支,平,三,開,支開
拸,移,以,支,平,三,開,支開
謻,移,以,支,平,三,開,支開
𠗺,移,以,支,平,三,開,支開
蛇,移,以,支,平,三,開,支開
虵,移,以,支,平,三,開,支開
螔,移,以,支,平,三,開,支開
𠐀,移,以,支,平,三,開,支開
𣣢,移,以,支,平,三,開,支開
䬁,移,以,支,平,三,開,支開
爲,爲,云,支,平,三,合,支合
爲,爲,云,寘,去,三,合,支合
為,爲,云,支,平,三,合,支合
為,爲,云,寘,去,三,合,支合
潙,爲,云,支,平,三,合,支合
潙,爲,云,寘,去,三,合,支合
䧦,爲,云,支,平,三,合,支合
䧦,爲,云,寘,去,三,合,支合
鄬,爲,云,支,平,三,合,支合
鄬,爲,云,寘,去,三,合,支合
𩻟,爲,云,支,平,三,合,支合
𩻟,爲,云,寘,去,三,合,支合
嬀,嬀,見,支B,平,三,合,支B合
潙,嬀,見,支B,平,三,合,支B合
𪎮,𪎮,曉,支B,平,三,合,支B合
麾,𪎮,曉,支B,平,三,合,支B合
噅,𪎮,曉,支B,平,三,合,支B合
撝,𪎮,曉,支B,平,三,合,支B合
𩻟,𪎮,曉,支B,平,三,合,支B合
䧦,𪎮,曉,支B,平,三,合,支B合
逶,逶,影,支B,平,三,合,支B合
𣨙,逶,影,支B,平,三,合,支B合
萎,逶,影,支B,平,三,合,支B合
㮃,逶,影,支B,平,三,合,支B合
覣,逶,影,支B,平,三,合,支B合
蜲,逶,影,支B,平,三,合,支B合
痿,逶,影,支B,平,三,合,支B合
倭,逶,影,支B,平,三,合,支B合
委,逶,影,支B,平,三,合,支B合
䴧,逶,影,支B,平,三,合,支B合
蟡,逶,影,支B,平,三,合,支B合
糜,糜,明,支B,平,三,開,支B開
縻,糜,明,支B,平,三,開,支B開
㸏,糜,明,支B,平,三,開,支B開
𪎕,糜,明,支B,平,三,開,支B開
蘼,糜,明,支B,平,三,開,支B開
䊳,糜,明,支B,平,三,開,支B開
𪎭,糜,明,支B,平,三,開,支B開
𦗕,糜,明,支B,平,三,開,支B開
醿,糜,明,支B,平,三,開,支B開
隓,隓,曉,支A,平,三,合,支A合
墮,隓,曉,支A,平,三,合,支A合
隳,隓,曉,支A,平,三,合,支A合
眭,隓,曉,支A,平,三,合,支A合
觿,隓,曉,支A,平,三,合,支A合
睢,隓,曉,支A,平,三,合,支A合
䜐,隓,曉,支A,平,三,合,支A合
鑴,隓,曉,支A,平,三,合,支A合
蘳,隓,曉,支A,平,三,合,支A合
鬌,鬌,澄,支,平,三,合,支合
錘,鬌,澄,支,平,三,合,支合
甀,鬌,澄,支,平,三,合,支合
𡍮,𡍮,常,支,平,三,合,支合
垂,𡍮,常,支,平,三,合,支合
陲,𡍮,常,支,平,三,合,支合
倕,𡍮,常,支,平,三,合,支合
𦈼,𡍮,常,支,平,三,合,支合
𨿠,𡍮,常,支,平,三,合,支合
圌,𡍮,常,支,平,三,合,支合
篅,𡍮,常,支,平,三,合,支合
𥳙,𡍮,常,支,平,三,合,支合
𠂹,𡍮,常,支,平,三,合,支合
羸,羸,來,支,平,三,合,支合
𡰠,羸,來,支,平,三,合,支合
吹,吹,昌,支,平,三,合,支合
吹,吹,昌,寘,去,三,合,支合
炊,吹,昌,支,平,三,合,支合
炊,吹,昌,寘,去,三,合,支合
䶴,吹,昌,支,平,三,合,支合
䶴,吹,昌,寘,去,三,合,支合
𥞃,吹,昌,支,平,三,合,支合
𥞃,吹,昌,寘,去,三,合,支合
鈹,鈹,滂,支B,平,三,開,支B開
帔,鈹,滂,支B,平,三,開,支B開
鮍,鈹,滂,支B,平,三,開,支B開
披,鈹,滂,支B,平,三,開,支B開
𤱍,鈹,滂,支B,平,三,開,支B開
耚,鈹,滂,支B,平,三,開,支B開
狓,鈹,滂,支B,平,三,開,支B開
翍,鈹,滂,支B,平,三,開,支B開
旇,鈹,滂,支B,平,三,開,支B開
秛,鈹,滂,支B,平,三,開,支B開
𤿎,鈹,滂,支B,平,三,開,支B開
㱟,鈹,滂,支B,平,三,開,支B開
陂,陂,幫,支B,平,三,開,支B開
詖,陂,幫,支B,平,三,開,支B開
碑,陂,幫,支B,平,三,開,支B開
羆,陂,幫,支B,平,三,開,支B開
𥀍,陂,幫,支B,平,三,開,支B開
𨰟,陂,幫,支B,平,三,開,支B開
𤜑,陂,幫,支B,平,三,開,支B開
𨧦,陂,幫,支B,平,三,開,支B開
𥶓,陂,幫,支B,平,三,開,支B開
襬,陂,幫,支B,平,三,開,支B開
藣,陂,幫,支B,平,三,開,支B開
隨,隨,邪,支,平,三,合,支合
隋,隨,邪,支,平,三,合,支合
𥶻,隨,邪,支,平,三,合,支合
虧,虧,溪,支B,平,三,合,支B合
闚,闚,溪,支A,平,三,合,支A合
窺,闚,溪,支A,平,三,合,支A合
竒,竒,羣,支B,平,三,開,支B開
琦,竒,羣,支B,平,三,開,支B開
騎,竒,羣,支B,平,三,開,支B開
鵸,竒,羣,支B,平,三,開,支B開
弜,竒,羣,支B,平,三,開,支B開
鬾,竒,羣,支B,平,三,開,支B開
碕,竒,羣,支B,平,三,開,支B開
𢺷,竒,羣,支B,平,三,開,支B開
㩽,竒,羣,支B,平,三,開,支B開
錡,竒,羣,支B,平,三,開,支B開
祇,祇,羣,支A,平,三,開,支A開
示,祇,羣,支A,平,三,開,支A開
衹,祇,羣,支A,平,三,開,支A開
岐,祇,羣,支A,平,三,開,支A開
歧,祇,羣,支A,平,三,開,支A開
𨙸,祇,羣,支A,平,三,開,支A開
馶,祇,羣,支A,平,三,開,支A開
疧,祇,羣,支A,平,三,開,支A開
蚑,祇,羣,支A,平,三,開,支A開
忯,祇,羣,支A,平,三,開,支A開
䞚,祇,羣,支A,平,三,開,支A開
翄,祇,羣,支A,平,三,開,支A開
𢻚,祇,羣,支A,平,三,開,支A開
軝,祇,羣,支A,平,三,開,支A開
𩉬,祇,羣,支A,平,三,開,支A開
芪,祇,羣,支A,平,三,開,支A開
汥,祇,羣,支A,平,三,開,支A開
跂,祇,羣,支A,平,三,開,支A開
䲬,祇,羣,支A,平,三,開,支A開
蚔,祇,羣,支A,平,三,開,支A開
䉻,祇,羣,支A,平,三,開,支A開
𦭲,祇,羣,支A,平,三,開,支A開
伎,祇,羣,支A,平,三,開,支A開
𨱜,祇,羣,支A,平,三,開,支A開
𠁭,祇,羣,支A,平,三,開,支A開
犧,犧,曉,支B,平,三,開,支B開
羲,犧,曉,支B,平,三,開,支B開
焁,犧,曉,支B,平,三,開,支B開
桸,犧,曉,支B,平,三,開,支B開
巇,犧,曉,支B,平,三,開,支B開
羛,犧,曉,支B,平,三,開,支B開
戲,犧,曉,支B,平,三,開,支B開
𤃪,犧,曉,支B,平,三,開,支B開
曦,犧,曉,支B,平,三,開,支B開
𢹍,犧,曉,支B,平,三,開,支B開
𧕆,犧,曉,支B,平,三,開,支B開
䚙,犧,曉,支B,平,三,開,支B開
䖒,犧,曉,支B,平,三,開,支B開
㺣,犧,曉,支B,平,三,開,支B開
𣤴,犧,曉,支B,平,三,開,支B開
𢨛,犧,曉,支B,平,三,開,支B開
㚀,犧,曉,支B,平,三,開,支B開
隵,犧,曉,支B,平,三,開,支B開
㩻,㩻,溪,支B,平,三,開,支B開
觭,㩻,溪,支B,平,三,開,支B開
踦,㩻,溪,支B,平,三,開,支B開
㱦,㩻,溪,支B,平,三,開,支B開
崎,㩻,溪,支B,平,三,開,支B開
𦖊,㩻,溪,支B,平,三,開,支B開
碕,㩻,溪,支B,平,三,開,支B開
𤘌,㩻,溪,支B,平,三,開,支B開
㥓,㩻,溪,支B,平,三,開,支B開
䗁,㩻,溪,支B,平,三,開,支B開
攲,㩻,溪,支B,平,三,開,支B開
宜,宜,疑,支B,平,三,開,支B開
宐,宜,疑,支B,平,三,開,支B開
𠣨,宜,疑,支B,平,三,開,支B開
㝖,宜,疑,支B,平,三,開,支B開
儀,宜,疑,支B,平,三,開,支B開
𥪺,宜,疑,支B,平,三,開,支B開
䣡,宜,疑,支B,平,三,開,支B開
䴊,宜,疑,支B,平,三,開,支B開
轙,宜,疑,支B,平,三,開,支B開
涯,宜,疑,支B,平,三,開,支B開
崖,宜,疑,支B,平,三,開,支B開
皮,皮,並,支B,平,三,開,支B開
疲,皮,並,支B,平,三,開,支B開
郫,皮,並,支B,平,三,開,支B開
罷,皮,並,支B,平,三,開,支B開
㯅,皮,並,支B,平,三,開,支B開
犤,皮,並,支B,平,三,開,支B開
提,提,常,支,平,三,開,支開
𦑡,提,常,支,平,三,開,支開
㖷,提,常,支,平,三,開,支開
匙,提,常,支,平,三,開,支開
䈕,提,常,支,平,三,開,支開
堤,提,常,支,平,三,開,支開
禔,提,常,支,平,三,開,支開
𦳚,提,常,支,平,三,開,支開
忯,提,常,支,平,三,開,支開
姼,提,常,支,平,三,開,支開
眂,提,常,支,平,三,開,支開
𣏚,提,常,支,平,三,開,支開
兒,兒,日,支,平,三,開,支開
𠒆,兒,日,支,平,三,開,支開
唲,兒,日,支,平,三,開,支開
婼,兒,日,支,平,三,開,支開
離,離,來,支,平,三,開,支開
籬,離,來,支,平,三,開,支開
醨,離,來,支,平,三,開,支開
罹,離,來,支,平,三,開,支開
璃,離,來,支,平,三,開,支開
酈,離,來,支,平,三,開,支開
𣀷,離,來,支,平,三,開,支開
驪,離,來,支,平,三,開,支開
𪖂,離,來,支,平,三,開,支開
樆,離,來,支,平,三,開,支開
鸝,離,來,支,平,三,開,支開
鵹,離,來,支,平,三,開,支開
𪅆,離,來,支,平,三,開,支開
縭,離,來,支,平,三,開,支開
褵,離,來,支,平,三,開,支開
蘺,離,來,支,平,三,開,支開
䕻,離,來,支,平,三,開,支開
麗,離,來,支,平,三,開,支開
离,離,來,支,平,三,開,支開
䍦,離,來,支,平,三,開,支開
㰚,離,來,支,平,三,開,支開
蠡,離,來,支,平,三,開,支開
䅻,離,來,支,平,三,開,支開
孋,離,來,支,平,三,開,支開
漓,離,來,支,平,三,開,支開
灕,離,來,支,平,三,開,支開
𧕯,離,來,支,平,三,開,支開
㷰,離,來,支,平,三,開,支開
𧕮,離,來,支,平,三,開,支開
攡,離,來,支,平,三,開,支開
黐,離,來,支,平,三,開,支開
矖,離,來,支,平,三,開,支開
穲,離,來,支,平,三,開,支開
𢟢,離,來,支,平,三,開,支開
𢥗,離,來,支,平,三,開,支開
謧,離,來,支,平,三,開,支開
劙,離,來,支,平,三,開,支開
疵,疵,從,支,平,三,開,支開
骴,疵,從,支,平,三,開,支開
玼,疵,從,支,平,三,開,支開
茈,疵,從,支,平,三,開,支開
𣐑,疵,從,支,平,三,開,支開
胔,疵,從,支,平,三,開,支開
飺,疵,從,支,平,三,開,支開
鴜,疵,從,支,平,三,開,支開
貲,貲,精,支,平,三,開,支開
頿,貲,精,支,平,三,開,支開
鴜,貲,精,支,平,三,開,支開
𪕊,貲,精,支,平,三,開,支開
鮆,貲,精,支,平,三,開,支開
訾,貲,精,支,平,三,開,支開
鄑,貲,精,支,平,三,開,支開
㠿,貲,精,支,平,三,開,支開
媊,貲,精,支,平,三,開,支開
𨚖,貲,精,支,平,三,開,支開
㰣,貲,精,支,平,三,開,支開
鈭,貲,精,支,平,三,開,支開
姕,貲,精,支,平,三,開,支開
𦺱,貲,精,支,平,三,開,支開
䖪,貲,精,支,平,三,開,支開
觜,貲,精,支,平,三,開,支開
羈,羈,見,支B,平,三,開,支B開
畸,羈,見,支B,平,三,開,支B開
羇,羈,見,支B,平,三,開,支B開
掎,羈,見,支B,平,三,開,支B開
攲,羈,見,支B,平,三,開,支B開
竒,羈,見,支B,平,三,開,支B開
㱦,羈,見,支B,平,三,開,支B開
妓,羈,見,支B,平,三,開,支B開
躸,羈,見,支B,平,三,開,支B開
卑,卑,幫,支A,平,三,開,支A開
鵯,卑,幫,支A,平,三,開,支A開
椑,卑,幫,支A,平,三,開,支A開
箄,卑,幫,支A,平,三,開,支A開
裨,卑,幫,支A,平,三,開,支A開
鞞,卑,幫,支A,平,三,開,支A開
𩔹,卑,幫,支A,平,三,開,支A開
痺,卑,幫,支A,平,三,開,支A開
渒,卑,幫,支A,平,三,開,支A開
錍,卑,幫,支A,平,三,開,支A開
𢃍,卑,幫,支A,平,三,開,支A開
陴,陴,並,支A,平,三,開,支A開
𩫫,陴,並,支A,平,三,開,支A開
焷,陴,並,支A,平,三,開,支A開
脾,陴,並,支A,平,三,開,支A開
䴽,陴,並,支A,平,三,開,支A開
埤,陴,並,支A,平,三,開,支A開
裨,陴,並,支A,平,三,開,支A開
蜱,陴,並,支A,平,三,開,支A開
𧓎,陴,並,支A,平,三,開,支A開
螷,陴,並,支A,平,三,開,支A開
蠯,陴,並,支A,平,三,開,支A開
㯅,陴,並,支A,平,三,開,支A開
郫,陴,並,支A,平,三,開,支A開
𪌈,陴,並,支A,平,三,開,支A開
紕,陴,並,支A,平,三,開,支A開
䌳,䌳,書,支,平,三,開,支開
絁,䌳,書,支,平,三,開,支開
施,䌳,書,支,平,三,開,支開
葹,䌳,書,支,平,三,開,支開
䙾,䌳,書,支,平,三,開,支開
鍦,䌳,書,支,平,三,開,支開
鉈,䌳,書,支,平,三,開,支開
鸍,䌳,書,支,平,三,開,支開
𪓿,䌳,書,支,平,三,開,支開
䗐,䌳,書,支,平,三,開,支開
𧠜,䌳,書,支,平,三,開,支開
𢻫,䌳,書,支,平,三,開,支開
斯,斯,心,支,平,三,開,支開
虒,斯,心,支,平,三,開,支開
𩆵,斯,心,支,平,三,開,支開
榹,斯,心,支,平,三,開,支開
㴲,斯,心,支,平,三,開,支開
廝,斯,心,支,平,三,開,支開
㒋,斯,心,支,平,三,開,支開
凘,斯,心,支,平,三,開,支開
磃,斯,心,支,平,三,開,支開
㾷,斯,心,支,平,三,開,支開
傂,斯,心,支,平,三,開,支開
謕,斯,心,支,平,三,開,支開
鼶,斯,心,支,平,三,開,支開
𪆁,斯,心,支,平,三,開,支開
蟴,斯,心,支,平,三,開,支開
㽄,斯,心,支,平,三,開,支開
螔,斯,心,支,平,三,開,支開
䫢,斯,心,支,平,三,開,支開
䌳,斯,心,支,平,三,開,支開
䔮,斯,心,支,平,三,開,支開
菥,斯,心,支,平,三,開,支開
𥕶,斯,心,支,平,三,開,支開
蜤,斯,心,支,平,三,開,支開
燍,斯,心,支,平,三,開,支開
禠,斯,心,支,平,三,開,支開
鐁,斯,心,支,平,三,開,支開
差,差,初,支,平,三,開,支開
差,差,初,皆,平,二,開,皆開
差,差,初,卦,去,二,開,佳開
嵯,差,初,支,平,三,開,支開
嵯,差,初,皆,平,二,開,皆開
嵯,差,初,卦,去,二,開,佳開
𪙉,差,初,支,平,三,開,支開
𪙉,差,初,皆,平,二,開,皆開
𪙉,差,初,卦,去,二,開,佳開
縒,差,初,支,平,三,開,支開
縒,差,初,皆,平,二,開,皆開
縒,差,初,卦,去,二,開,佳開
䞗,差,初,支,平,三,開,支開
䞗,差,初,皆,平,二,開,皆開
䞗,差,初,卦,去,二,開,佳開
瘥,差,初,支,平,三,開,支開
瘥,差,初,皆,平,二,開,皆開
瘥,差,初,卦,去,二,開,佳開
衩,差,初,支,平,三,開,支開
衩,差,初,皆,平,二,開,皆開
衩,差,初,卦,去,二,開,佳開
杈,差,初,支,平,三,開,支開
杈,差,初,皆,平,二,開,皆開
杈,差,初,卦,去,二,開,佳開
㳗,差,初,支,平,三,開,支開
㳗,差,初,皆,平,二,開,皆開
㳗,差,初,卦,去,二,開,佳開
訍,差,初,支,平,三,開,支開
訍,差,初,皆,平,二,開,皆開
訍,差,初,卦,去,二,開,佳開
𧪘,差,初,支,平,三,開,支開
𧪘,差,初,皆,平,二,開,皆開
𧪘,差,初,卦,去,二,開,佳開
摛,摛,徹,支,平,三,開,支開
螭,摛,徹,支,平,三,開,支開
誺,摛,徹,支,平,三,開,支開
魑,摛,徹,支,平,三,開,支開
黐,摛,徹,支,平,三,開,支開
㷰,摛,徹,支,平,三,開,支開
离,摛,徹,支,平,三,開,支開
𡴥,摛,徹,支,平,三,開,支開
彲,摛,徹,支,平,三,開,支開
彌,彌,明,支A,平,三,開,支A開
𢏏,彌,明,支A,平,三,開,支A開
鸍,彌,明,支A,平,三,開,支A開
镾,彌,明,支A,平,三,開,支A開
䍘,彌,明,支A,平,三,開,支A開
𨤐,彌,明,支A,平,三,開,支A開
𥉓,彌,明,支A,平,三,開,支A開
㣆,彌,明,支A,平,三,開,支A開
獼,彌,明,支A,平,三,開,支A開
𥸀,彌,明,支A,平,三,開,支A開
擟,彌,明,支A,平,三,開,支A開
麊,彌,明,支A,平,三,開,支A開
冞,彌,明,支A,平,三,開,支A開
㜷,彌,明,支A,平,三,開,支A開
䥸,彌,明,支A,平,三,開,支A開
𥎖,彌,明,支A,平,三,開,支A開
瀰,彌,明,支A,平,三,開,支A開
雌,雌,清,支,平,三,開,支開
𦙼,雌,清,支,平,三,開,支開
姕,雌,清,支,平,三,開,支開
鈭,雌,清,支,平,三,開,支開
𦍧,雌,清,支,平,三,開,支開
知,知,知,支,平,三,開,支開
䵹,知,知,支,平,三,開,支開
鼅,知,知,支,平,三,開,支開
