字,閩南語聲母,閩南語韻母,閩南語調,文白音
世,s,i,3,白
勢,s,i,3,白
四,s,i,3,白
施,s,i,3,
剃,th,i,3,
戴,t,i,3,白
智,t,i,3,
緻,t,i,3,
置,t,i,3,
致,t,i,3,
蒂,t,i,3,
刺,tsh,i,3,
翅,tsh,i,3,
莿,tsh,i,3,
試,tsh,i,3,
志,ts,i,3,
摯,ts,i,3,
至,ts,i,3,
薦,ts,i,3,替
誌,ts,i,3,
挕,h,inn,3,替
喑,,inn,3,替
嬰,,inn,3,替
燕,,inn,3,白
桱,k,inn,3,
見,k,inn,3,白
片,ph,inn,3,白
柄,p,inn,3,白
變,p,inn,3,白
姓,s,inn,3,白
性,s,inn,3,白
扇,s,inn,3,白
佯,t,inn,3,替
瞪,t,inn,3,
腥,tsh,inn,3,
搢,ts,inn,3,
箭,ts,inn,3,白
糋,ts,inn,3,
諍,ts,inn,3,白
錦,g,im,3,替
廕,,im,3,
蔭,,im,3,
禁,k,im,3,
㽎,s,im,3,替
抌,t,im,3,替
掂,t,im,3,替
浸,ts,im,3,
印,,in,3,
應,,in,3,白
絹,k,in,3,
靳,k,in,3,
篦,p,in,3,替
鬢,p,in,3,
信,s,in,3,
囟,s,in,3,
訊,s,in,3,
迅,s,in,3,
鎮,t,in,3,
凊,tsh,in,3,白
秤,tsh,in,3,
晉,ts,in,3,
進,ts,in,3,
震,ts,in,3,
興,h,ing,3,
壅,,ing,3,
應,,ing,3,文
映,,ing,3,白
蕹,,ing,3,替
慶,kh,ing,3,
供,k,ing,3,替
勁,k,ing,3,
徑,k,ing,3,
敬,k,ing,3,
更,k,ing,3,
竟,k,ing,3,
聘,ph,ing,3,
併,p,ing,3,
柄,p,ing,3,文
勝,s,ing,3,
姓,s,ing,3,文
性,s,ing,3,文
聖,s,ing,3,文
聽,th,ing,3,文
中,t,ing,3,白
叮,t,ing,3,替
釘,t,ing,3,
凊,tsh,ing,3,文
擤,tsh,ing,3,替
熗,tsh,ing,3,替
衝,tsh,ing,3,替
銃,tsh,ing,3,
政,ts,ing,3,
正,ts,ing,3,文
症,ts,ing,3,
眾,ts,ing,3,白
種,ts,ing,3,白
諍,ts,ing,3,文
證,ts,ing,3,
厭,,ia,3,替
寄,k,ia,3,白
卸,s,ia,3,替
瀉,s,ia,3,
舍,s,ia,3,
赦,s,ia,3,
借,ts,ia,3,文
炙,ts,ia,3,替
蔗,ts,ia,3,
鷓,ts,ia,3,
向,h,iann,3,替
鏡,k,iann,3,
拚,p,iann,3,
摒,p,iann,3,替
聖,s,iann,3,白
疼,th,iann,3,替
倩,tsh,iann,3,
正,ts,iann,3,白
喊,h,iam,3,替
欠,kh,iam,3,
歉,kh,iam,3,
芡,kh,iam,3,
劍,k,iam,3,
捻,l,iam,3,替
滲,s,iam,3,
店,t,iam,3,
踮,t,iam,3,替
佔,ts,iam,3,
僭,ts,iam,3,
占,ts,iam,3,
癮,g,ian,3,替
憲,h,ian,3,
獻,h,ian,3,
現,h,ian,3,
絢,h,ian,3,
羶,h,ian,3,替
厭,,ian,3,替
宴,,ian,3,
燕,,ian,3,文
芡,kh,ian,3,替
譴,kh,ian,3,替
建,k,ian,3,
毽,k,ian,3,
腱,k,ian,3,白
見,k,ian,3,文
輾,l,ian,3,
片,ph,ian,3,文
遍,ph,ian,3,白
騙,ph,ian,3,
變,p,ian,3,文
遍,p,ian,3,文
扇,s,ian,3,文
搧,s,ian,3,
煽,s,ian,3,
戰,ts,ian,3,
箭,ts,ian,3,文
荐,ts,ian,3,
薦,ts,ian,3,
餞,ts,ian,3,
齴,g,iang,3,替
向,h,iang,3,替
勥,kh,iang,3,替
迸,p,iang,3,
摔,s,iang,3,替
唱,tsh,iang,3,文
障,ts,iang,3,
要,,iau,3,
抓,j,iau,3,
竅,kh,iau,3,文
翹,kh,iau,3,
噭,k,iau,3,替
抓,l,iau,3,
漂,ph,iau,3,文
票,ph,iau,3,文
哨,s,iau,3,文
嘯,s,iau,3,
少,s,iau,3,
數,s,iau,3,白
笑,s,iau,3,文
肖,s,iau,3,
糶,th,iau,3,文
跳,th,iau,3,
召,t,iau,3,
吊,t,iau,3,
弔,t,iau,3,
窵,t,iau,3,
調,t,iau,3,
釣,t,iau,3,文
俏,tsh,iau,3,
笑,tsh,iau,3,文
照,ts,iau,3,文
詔,ts,iau,3,
醮,ts,iau,3,文
叩,kh,io,3,文
徼,kh,io,3,替
竅,kh,io,3,白
筧,kh,io,3,替
叫,k,io,3,
漂,ph,io,3,白
票,ph,io,3,白
糶,th,io,3,白
釣,t,io,3,白
笑,tsh,io,3,白
照,ts,io,3,白
醮,ts,io,3,白
向,h,iong,3,文
嚮,h,iong,3,
餉,h,iong,3,
映,,iong,3,文
躘,l,iong,3,替
相,s,iong,3,文
象,s,iong,3,俗
暢,th,iong,3,
中,t,iong,3,文
帳,t,iong,3,文
漲,t,iong,3,文
脹,t,iong,3,文
倡,tsh,iong,3,
唱,tsh,iong,3,文
縱,tsh,iong,3,
將,ts,iong,3,
眾,ts,iong,3,文
種,ts,iong,3,文
障,ts,iong,3,
𫝺,h,iu,3,替
幼,,iu,3,
救,k,iu,3,
究,k,iu,3,
糾,k,iu,3,
遛,l,iu,3,替
宿,s,iu,3,
獸,s,iu,3,
秀,s,iu,3,
繡,s,iu,3,
袖,s,iu,3,
鏽,s,iu,3,
鞘,s,iu,3,
晝,t,iu,3,文
咒,ts,iu,3,
蛀,ts,iu,3,白
相,s,iunn,3,白
帳,t,iunn,3,白
漲,t,iunn,3,白
脹,t,iunn,3,白
唱,tsh,iunn,3,白
啾,tsh,iunn,3,替
醬,ts,iunn,3,
勸,kh,ng,3,白
囥,kh,ng,3,
券,k,ng,3,白
卷,k,ng,3,白
槓,k,ng,3,
貫,k,ng,3,白
鋼,k,ng,3,白
向,,ng,3,白
怏,,ng,3,替
軁,n,ng,3,替
算,s,ng,3,白
繏,s,ng,3,替
燙,th,ng,3,
褪,th,ng,3,
當,t,ng,3,白
頓,t,ng,3,白
串,tsh,ng,3,白
鑽,ts,ng,3,白
貨,h,o,3,文
犒,kh,o,3,
課,kh,o,3,文
靠,kh,o,3,
個,k,o,3,
划,k,o,3,替
告,k,o,3,
過,k,o,3,文
躼,l,o,3,替
奧,,o,3,
澳,,o,3,
薁,,o,3,替
泡,ph,o,3,白
破,ph,o,3,文
報,p,o,3,
埽,s,o,3,替
掃,s,o,3,文
燥,s,o,3,
唾,th,o,3,
套,th,o,3,
妥,th,o,3,
透,th,o,3,文
倒,t,o,3,
到,t,o,3,文
剉,tsh,o,3,替
噪,tsh,o,3,替
挫,tsh,o,3,
操,tsh,o,3,
糙,tsh,o,3,
錯,tsh,o,3,白
佐,ts,o,3,
做,ts,o,3,
灶,ts,o,3,文
縐,ts,o,3,
好,h,onn,3,文
貨,h,onn,3,文
噁,,onn,3,替
惡,,onn,3,
懵,b,ong,3,替
甍,b,ong,3,替
放,h,ong,3,文
壙,kh,ong,3,
抗,kh,ong,3,
控,kh,ong,3,
曠,kh,ong,3,
炕,kh,ong,3,替
礦,kh,ong,3,
空,kh,ong,3,替
摃,k,ong,3,替
絳,k,ong,3,
貢,k,ong,3,
挵,l,ong,3,替
閬,l,ong,3,
椪,ph,ong,3,
碰,ph,ong,3,
膨,ph,ong,3,替
嗙,p,ong,3,替
謗,p,ong,3,
喪,s,ong,3,
宋,s,ong,3,
送,s,ong,3,文
痛,th,ong,3,文
侗,t,ong,3,替
凍,t,ong,3,文
噸,t,ong,3,
擋,t,ong,3,替
棟,t,ong,3,文
當,t,ong,3,文
創,tsh,ong,3,
壯,ts,ong,3,
綜,ts,ong,3,
葬,ts,ong,3,
戽,h,oo,3,
寇,kh,oo,3,
庫,kh,oo,3,
怐,kh,oo,3,替
褲,kh,oo,3,
固,k,oo,3,
故,k,oo,3,
構,k,oo,3,
購,k,oo,3,
過,k,oo,3,文
雇,k,oo,3,
顧,k,oo,3,
舖,ph,oo,3,
佈,p,oo,3,
傅,p,oo,3,白
布,p,oo,3,
怖,p,oo,3,
播,p,oo,3,
數,s,oo,3,文
溯,s,oo,3,
疏,s,oo,3,文
素,s,oo,3,
訴,s,oo,3,
兔,th,oo,3,
吐,th,oo,3,
妒,t,oo,3,
鬥,t,oo,3,文
𪐞,t,oo,3,
措,tsh,oo,3,
醋,tsh,oo,3,
付,h,u,3,
副,h,u,3,
咐,h,u,3,
富,h,u,3,文
訃,h,u,3,
賦,h,u,3,
赴,h,u,3,
附,h,u,3,
句,k,u,3,
據,k,u,3,
灸,k,u,3,
鋸,k,u,3,
鑢,l,u,3,替
富,p,u,3,白
使,s,u,3,文
四,s,u,3,文
思,s,u,3,
恕,s,u,3,
絮,s,u,3,
肆,s,u,3,
賜,s,u,3,
厝,tsh,u,3,
次,tsh,u,3,
處,tsh,u,3,
趣,tsh,u,3,
注,ts,u,3,文
蛀,ts,u,3,文
註,ts,u,3,
鑄,ts,u,3,
駐,ts,u,3,
注,t,u,3,白
滯,t,u,3,替
著,t,u,3,
汙,,u,3,俗
澳,,u,3,
焐,,u,3,替
濆,b,un,3,替
鼢,b,un,3,替
奮,h,un,3,
憤,h,un,3,
楦,h,un,3,
糞,h,un,3,文
訓,h,un,3,
困,kh,un,3,
睏,kh,un,3,替
棍,k,un,3,
蠕,l,un,3,白
噴,ph,un,3,替
畚,p,un,3,
糞,p,un,3,白
瞬,s,un,3,
舜,s,un,3,
遜,s,un,3,
吋,tsh,un,3,
寸,tsh,un,3,
俊,ts,un,3,
圳,ts,un,3,
峻,ts,un,3,
顫,ts,un,3,替
駿,ts,un,3,
鈍,t,un,3,俗
頓,t,un,3,文
塭,,un,3,
慍,,un,3,
搵,,un,3,
蘊,,un,3,
化,h,ua,3,
華,h,ua,3,
掛,kh,ua,3,白
靠,kh,ua,3,替
卦,k,ua,3,
掛,k,ua,3,文
芥,k,ua,3,白
蓋,k,ua,3,白
褂,k,ua,3,
過,k,ua,3,白
躽,n,ua,3,替
破,ph,ua,3,白
簸,p,ua,3,
紲,s,ua,3,替
蔡,tsh,ua,3,
帶,t,ua,3,白
蹛,t,ua,3,替
看,kh,uann,3,白
判,ph,uann,3,
販,ph,uann,3,白
半,p,uann,3,白
絆,p,uann,3,白
傘,s,uann,3,白
散,s,uann,3,白
線,s,uann,3,
湠,th,uann,3,替
炭,th,uann,3,
碳,th,uann,3,
閂,tsh,uann,3,
炸,ts,uann,3,替
旦,t,uann,3,白
晏,,uann,3,白
案,,uann,3,白
喚,h,uan,3,
幻,h,uan,3,
泛,h,uan,3,
煥,h,uan,3,
販,h,uan,3,文
勸,kh,uan,3,文
券,k,uan,3,文
卷,k,uan,3,文
慣,k,uan,3,
灌,k,uan,3,
眷,k,uan,3,
罐,k,uan,3,
觀,k,uan,3,白
貫,k,uan,3,文
顴,k,uan,3,
半,p,uan,3,文
絆,p,uan,3,文
算,s,uan,3,文
蒜,s,uan,3,
串,tsh,uan,3,文
竄,tsh,uan,3,
篡,tsh,uan,3,
鑽,ts,uan,3,文
斷,t,uan,3,文
鍛,t,uan,3,
怨,,uan,3,
闖,tsh,uang,3,
快,kh,uai,3,
怪,k,uai,3,文
歲,h,ue,3,白
貨,h,ue,3,白
契,kh,ue,3,
架,kh,ue,3,替
課,kh,ue,3,白
齧,kh,ue,3,替
怪,k,ue,3,白
會,k,ue,3,
檜,k,ue,3,
界,k,ue,3,白
疥,k,ue,3,
過,k,ue,3,白
髻,k,ue,3,
鱖,k,ue,3,
佩,ph,ue,3,俗
杮,ph,ue,3,
配,ph,ue,3,
珮,p,ue,3,
背,p,ue,3,
褙,p,ue,3,
貝,p,ue,3,
輩,p,ue,3,
帥,s,ue,3,
歲,s,ue,3,文
涗,s,ue,3,替
稅,s,ue,3,
細,s,ue,3,
說,s,ue,3,文
替,th,ue,3,
摖,tsh,ue,3,替
粞,tsh,ue,3,
做,ts,ue,3,
最,ts,ue,3,
贅,ts,ue,3,
綴,t,ue,3,
穢,,ue,3,
廢,h,ui,3,
沸,h,ui,3,
費,h,ui,3,
愧,kh,ui,3,
氣,kh,ui,3,白
潰,kh,ui,3,
劌,k,ui,3,替
季,k,ui,3,
挂,k,ui,3,替
桂,k,ui,3,
瑰,k,ui,3,
貴,k,ui,3,
瘰,l,ui,3,替
呸,ph,ui,3,替
屁,ph,ui,3,
痱,p,ui,3,
帥,s,ui,3,
蛻,th,ui,3,
喙,tsh,ui,3,
碎,tsh,ui,3,
粹,tsh,ui,3,
翠,tsh,ui,3,
脆,tsh,ui,3,文
醉,ts,ui,3,
對,t,ui,3,
碓,t,ui,3,
對,,ui,3,替
慰,,ui,3,
畏,,ui,3,
蔚,,ui,3,
飫,,ui,3,替
快,kh,uinn,3,
仔,,ah,4,替
啊,,ah,4,替
壓,,ah,4,白
押,,ah,4,白
矣,,ah,4,
鴨,,ah,4,
肉,b,ah,4,替
哈,h,ah,4,
䘥,k,ah,4,
佮,k,ah,4,白
合,k,ah,4,白
柙,k,ah,4,替
甲,k,ah,4,白
胛,k,ah,4,
蓋,k,ah,4,白
較,k,ah,4,替
鴿,k,ah,4,白
卡,kh,ah,4,替
盍,kh,ah,4,替
籗,kh,ah,4,替
較,kh,ah,4,白
啦,l,ah,4,替
垃,l,ah,4,替
嘛,m,ah,4,替
媽,m,ah,4,替
凹,n,ah,4,替
爁,n,ah,4,替
叭,p,ah,4,
爸,p,ah,4,替
百,p,ah,4,白
拍,ph,ah,4,白
搭,t,ah,4,白
答,t,ah,4,白
貼,t,ah,4,白
塔,th,ah,4,
榻,th,ah,4,白
扎,ts,ah,4,替
紮,ts,ah,4,白
插,tsh,ah,4,白
唅,h,annh,4,替
熁,h,annh,4,
喢,s,annh,4,替
煞,s,annh,4,替
壓,,ap,4,文
押,,ap,4,文
握,,ap,4,俗
欱,h,ap,4,替
佮,k,ap,4,文
合,k,ap,4,文
敆,k,ap,4,
甲,k,ap,4,文
蓋,k,ap,4,文
蛤,k,ap,4,
鴿,k,ap,4,文
匼,kh,ap,4,替
塌,l,ap,4,替
圾,s,ap,4,
屑,s,ap,4,
雪,s,ap,4,替
霎,s,ap,4,
搭,t,ap,4,文
答,t,ap,4,文
塌,th,ap,4,
榻,th,ap,4,文
紮,ts,ap,4,文
插,tsh,ap,4,文
楬,,at,4,
遏,,at,4,
捌,b,at,4,替
喝,h,at,4,文
轄,h,at,4,
割,k,at,4,文
墼,k,at,4,
結,k,at,4,白
葛,k,at,4,文
渴,kh,at,4,文
𣁳,kh,at,4,
八,p,at,4,文
塞,s,at,4,替
撒,s,at,4,文
殺,s,at,4,
煞,s,at,4,文
薩,s,at,4,
虱,s,at,4,
蝨,s,at,4,
窒,th,at,4,替
踢,th,at,4,白
躂,th,at,4,
札,ts,at,4,
節,ts,at,4,白
紮,ts,at,4,文
察,tsh,at,4,
擦,tsh,at,4,
檫,tsh,at,4,替
漆,tsh,at,4,
握,,ak,4,白
沃,,ak,4,
齷,,ak,4,替
沐,b,ak,4,替
蓄,h,ak,4,白
埆,k,ak,4,替
桷,k,ak,4,替
菊,k,ak,4,白
覺,k,ak,4,
角,k,ak,4,
鵤,k,ak,4,替
殼,kh,ak,4,白
確,kh,ak,4,
麴,kh,ak,4,
戮,l,ak,4,替
橐,l,ak,4,替
落,l,ak,4,
轆,l,ak,4,替
剝,p,ak,4,白
北,p,ak,4,白
幅,p,ak,4,白
腹,p,ak,4,白
仆,ph,ak,4,
覆,ph,ak,4,白
捒,s,ak,4,替
觸,t,ak,4,替
剔,th,ak,4,白
齪,ts,ak,4,替
哎,,aih,4,替
噯,,aih,4,替
唉,h,aih,4,
軋,k,auh,4,替
𩛩,k,auh,4,替
卯,m,auh,4,替
喃,n,auh,4,替
篤,t,auh,4,替
欲,b,eh,4,替
厄,,eh,4,
呃,,eh,4,
喂,,eh,4,替
欸,,eh,4,替
嘿,h,eh,4,替
嚇,h,eh,4,白
嗝,k,eh,4,替
挌,k,eh,4,替
格,k,eh,4,白
膈,k,eh,4,
郭,k,eh,4,
鍥,k,eh,4,
隔,k,eh,4,白
客,kh,eh,4,白
瞌,kh,eh,4,替
篋,kh,eh,4,替
缺,kh,eh,4,白
𤲍,kh,eh,4,
咧,l,eh,4,替
咩,m,eh,4,替
蜢,m,eh,4,
凹,n,eh,4,替
呢,n,eh,4,替
躡,n,eh,4,替
夾,ng,eh,4,
莢,ng,eh,4,
伯,p,eh,4,白
八,p,eh,4,白
擘,p,eh,4,
柏,p,eh,4,白
百,p,eh,4,白
𬦰,p,eh,4,替
楔,s,eh,4,替
說,s,eh,4,白
雪,s,eh,4,白
咧,t,eh,4,替
嗲,t,eh,4,替
硩,t,eh,4,替
裼,th,eh,4,替
仄,ts,eh,4,
節,ts,eh,4,白
績,ts,eh,4,白
冊,tsh,eh,4,
嘖,tsh,eh,4,替
慼,tsh,eh,4,替
覕,b,ih,4,
缺,kh,ih,4,白
砌,k,ih,4,
哩,l,ih,4,替
物,m,ih,4,白
呢,n,ih,4,替
躡,n,ih,4,替
𥍉,n,ih,4,替
躄,ph,ih,4,替
撆,p,ih,4,替
湢,p,ih,4,
馝,p,ih,4,替
鱉,p,ih,4,白
爍,s,ih,4,替
薛,s,ih,4,
蟋,s,ih,4,白
鐵,th,ih,4,白
滴,t,ih,4,白
𩑾,tsh,ih,4,替
接,ts,ih,4,白
摺,ts,ih,4,
翕,h,ip,4,
挹,,ip,4,替
邑,,ip,4,
吸,kh,ip,4,
泣,kh,ip,4,
急,k,ip,4,
級,k,ip,4,
給,k,ip,4,
逐,l,ip,4,白
溼,s,ip,4,
緝,tsh,ip,4,文
輯,tsh,ip,4,白
執,ts,ip,4,
彼,h,it,4,替
一,,it,4,
乙,,it,4,
乞,kh,it,4,
匹,ph,it,4,
伯,p,it,4,替
必,p,it,4,替
畢,p,it,4,
筆,p,it,4,
失,s,it,4,
式,s,it,4,白
息,s,it,4,白
熄,s,it,4,
瑟,s,it,4,
穡,s,it,4,白
膝,s,it,4,
蝕,s,it,4,俗
得,t,it,4,白
七,tsh,it,4,
姼,tsh,it,4,
拭,tsh,it,4,
𨑨,tsh,it,4,替
姪,ts,it,4,文
織,ts,it,4,
職,ts,it,4,
脊,ts,it,4,白
質,ts,it,4,
這,ts,it,4,替
鯽,ts,it,4,
嚇,h,ik,4,文
黑,h,ik,4,
億,,ik,4,
憶,,ik,4,
溢,,ik,4,
益,,ik,4,文
臆,,ik,4,
克,kh,ik,4,
刻,kh,ik,4,
剋,kh,ik,4,
客,kh,ik,4,文
曲,kh,ik,4,白
戟,k,ik,4,
擊,k,ik,4,
格,k,ik,4,文
激,k,ik,4,
隔,k,ik,4,文
革,k,ik,4,
慄,l,ik,4,
伯,ph,ik,4,文
劈,ph,ik,4,
拍,ph,ik,4,文
泊,ph,ik,4,
碧,ph,ik,4,
辟,ph,ik,4,
霹,ph,ik,4,
魄,ph,ik,4,
伯,p,ik,4,文
壁,p,ik,4,文
柏,p,ik,4,文
百,p,ik,4,文
迫,p,ik,4,
逼,p,ik,4,
嗇,s,ik,4,文
媳,s,ik,4,
室,s,ik,4,
式,s,ik,4,文
息,s,ik,4,文
悉,s,ik,4,
